Year,Country / territory of asylum/residence,Latitude,Longitude,Origin,RSD procedure type / level,Total persons pending start-year,of which UNHCR-assisted,Applied during year,statistics.filter.decisions_recognized,statistics.filter.decisions_other,Rejected,Otherwise closed,Total decisions,Total persons pending end-year,of which UNHCR-assisted
2014,United States,37.09024,-95.71289,Eritrea,G / IN,140,0,359,195,0,5,27,227,309,0
2010,United States,37.09024,-95.71289,Eritrea,G / EO,114,0,344,179,0,29,57,265,0,0
2009,United States,37.09024,-95.71289,Eritrea,G / IN,64,0,316,222,0,6,99,327,56,0
2008,United States,37.09024,-95.71289,Eritrea,G / IN,81,0,259,173,0,109,9,291,50,0
2000,United States,37.09024,-95.71289,Eritrea,G / IN,95,0,253,168,0,106,6,280,73,0
2010,United States,37.09024,-95.71289,Eritrea,G / IN,64,0,251,172,0,9,83,264,52,0
2002,United States,37.09024,-95.71289,Eritrea,G / IN,83,0,246,142,0,97,12,251,85,0
2009,United States,37.09024,-95.71289,Eritrea,G / EO,114,0,243,196,0,23,57,276,114,0
2001,United States,37.09024,-95.71289,Eritrea,G / IN,72,0,220,123,0,85,7,215,82,0
2007,United States,37.09024,-95.71289,Eritrea,G / IN,72,0,218,141,0,71,5,217,73,0
2012,United States,37.09024,-95.71289,Eritrea,G / EO,0,0,216,311,0,47,47,405,0,0
2002,United States,37.09024,-95.71289,Eritrea,G / EO,138,0,198,42,0,89,43,174,162,0
2003,United States,37.09024,-95.71289,Eritrea,G / IN,99,0,196,113,0,91,12,216,81,0
2005,United States,37.09024,-95.71289,Eritrea,G / IN,80,0,179,116,0,62,4,182,78,0
2013,United States,37.09024,-95.71289,Eritrea,G / IN,50,0,179,77,0,2,23,102,140,0
2014,United States,37.09024,-95.71289,Eritrea,G / EO,199,0,176,153,14,35,*,206,170,0
2004,United States,37.09024,-95.71289,Eritrea,G / IN,83,0,169,107,0,73,6,186,67,0
2008,United States,37.09024,-95.71289,Eritrea,G / EO,64,0,161,34,0,11,14,59,114,0
2006,United States,37.09024,-95.71289,Eritrea,G / IN,83,0,154,105,0,67,8,180,59,0
2001,United States,37.09024,-95.71289,Eritrea,G / EO,122,0,150,59,0,50,32,141,131,0
2011,United States,37.09024,-95.71289,Eritrea,G / IN,52,0,148,159,0,4,34,197,63,0
2000,United States,37.09024,-95.71289,Eritrea,G / EO,79,0,146,33,0,40,31,104,121,0
2013,United States,37.09024,-95.71289,Eritrea,G / EO,0,0,139,226,0,17,8,251,145,0
2006,United States,37.09024,-95.71289,Eritrea,G / EO,137,0,128,93,0,29,86,208,130,0
2003,United States,37.09024,-95.71289,Eritrea,G / EO,162,0,125,66,0,65,36,167,120,0
2007,United States,37.09024,-95.71289,Eritrea,G / EO,64,0,111,38,0,12,17,67,71,0
2012,United States,37.09024,-95.71289,Eritrea,G / IN,66,0,89,115,0,4,12,131,48,0
2005,United States,37.09024,-95.71289,Eritrea,G / EO,132,0,45,68,0,35,46,149,134,0
2004,United States,37.09024,-95.71289,Eritrea,G / EO,121,0,44,61,0,35,38,134,125,0
2014,Yemen,15.55273,48.51639,Eritrea,U / AR,*,*,0,0,0,*,0,*,*,*
2010,Yemen,15.55273,48.51639,Eritrea,U / FA,137,137,494,166,0,1,31,198,433,433
2014,Yemen,15.55273,48.51639,Eritrea,U / FI,279,279,390,267,0,*,43,313,356,356
2007,Yemen,15.55273,48.51639,Eritrea,U / FA,101,101,339,233,0,4,8,245,195,195
2011,Yemen,15.55273,48.51639,Eritrea,U / FA,433,433,295,109,0,5,19,133,595,595
2000,Yemen,15.55273,48.51639,Eritrea,U / FI,31,0,247,24,0,173,0,197,81,81
2012,Yemen,15.55273,48.51639,Eritrea,U / FA,595,595,199,255,0,0,87,342,452,452
2006,Yemen,15.55273,48.51639,Eritrea,U / FA,4,4,191,84,0,5,5,94,101,101
2009,Yemen,15.55273,48.51639,Eritrea,U / FA,113,113,191,155,0,6,6,167,137,137
2008,Yemen,15.55273,48.51639,Eritrea,U / FA,195,195,153,192,0,31,12,235,113,113
2013,Yemen,15.55273,48.51639,Eritrea,U / FI,452,452,122,74,0,7,214,295,279,279
2004,Yemen,15.55273,48.51639,Eritrea,U / FI,5,5,73,16,0,8,46,70,8,8
2001,Yemen,15.55273,48.51639,Eritrea,U / FI,81,81,59,12,0,8,23,43,97,97
2002,Yemen,15.55273,48.51639,Eritrea,U / FI,97,97,58,2,0,42,97,141,14,14
2003,Yemen,15.55273,48.51639,Eritrea,U / FI,14,14,41,15,0,34,16,65,0,0
2005,Yemen,15.55273,48.51639,Eritrea,U / FI,8,8,30,21,0,1,12,34,4,4
2013,Yemen,15.55273,48.51639,Eritrea,U / AR,0,0,6,1,0,2,2,5,1,1
2011,Zambia,-13.1339,27.84933,Eritrea,G / FI,2,2,5,1,0,4,0,5,2,2
2010,Zambia,-13.1339,27.84933,Eritrea,G / FA,0,0,2,0,0,0,0,,2,2
2009,Zambia,-13.1339,27.84933,Eritrea,G / FA,0,0,1,0,0,0,1,1,0,0
2012,Zambia,-13.1339,27.84933,Eritrea,G / FI,2,2,0,0,0,0,0,,2,2
2013,Zambia,-13.1339,27.84933,Eritrea,G / FI,2,2,0,0,0,0,2,2,0,0
2014,Zimbabwe,-19.01544,29.15486,Eritrea,G / FI,0,0,0,*,0,0,0,*,0,0
2001,Zimbabwe,-19.01544,29.15486,Eritrea,G / FI,2,0,25,24,0,0,0,24,3,0
2007,Zimbabwe,-19.01544,29.15486,Eritrea,G / FI,11,11,13,2,0,0,9,11,13,13
2000,Zimbabwe,-19.01544,29.15486,Eritrea,G / FI,3,0,8,9,0,0,0,9,2,0
2002,Zimbabwe,-19.01544,29.15486,Eritrea,G / FI,3,3,4,7,0,0,0,7,0,0
2003,Zimbabwe,-19.01544,29.15486,Eritrea,G / FI,0,0,4,0,0,3,0,3,1,1
2009,Zimbabwe,-19.01544,29.15486,Eritrea,G / FI,11,11,3,4,0,0,0,4,10,10
2010,Zimbabwe,-19.01544,29.15486,Eritrea,G / FI,10,10,3,2,0,0,0,2,11,11
2008,Zimbabwe,-19.01544,29.15486,Eritrea,G / FI,13,13,1,0,0,0,3,3,11,11
2013,Zimbabwe,-19.01544,29.15486,Eritrea,G / FI,0,0,1,1,0,0,0,1,0,0
2011,Zimbabwe,-19.01544,29.15486,Eritrea,G / FI,11,0,0,0,0,0,0,,11,11
